"stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor"
1001,24.5376441256803,60.0392436450764,19.9239025268965,20.0368538280271,112.607163634605,0.222189469161518,0.225093332385919,5.1318088144838,51.0964522904943,4.95806229038203
1003,23.7388386865109,58.1045918664709,22.3676981666407,19.5277099668884,153.853624908997,0.254451112257626,0.26054101836848,4.94092044965527,108.040514120176,4.94887661800804
1005,21.6020813596448,61.4712017273716,16.4716423728991,22.0571558997293,90.3376818568051,0.212765440984465,0.212828776091616,5.12060148469027,66.7469105932362,4.9229882147624
1007,26.0137011193824,50.8768544877236,24.5538795277324,24.569265984544,75.8396600672492,0.244438762402746,0.258109566058708,4.96778812013862,41.0914459989925,4.85416034366649
1009,17.8980136441216,37.3464704676155,33.5772463740601,29.0762831583244,79.3506233471018,0.24237704221661,0.296629458214695,4.91674120740488,31.2438372874567,3.10672503012975
1011,22.8694222692337,37.0018911319467,26.7223677642912,36.2757411037621,123.350677658258,0.232766837188236,0.234894218117624,5.65458694184038,45.6814547780953,4.99001887700637
1013,24.4667389150864,50.4907769059568,21.2334626327417,28.2757604613015,71.8238527878781,0.22081722953094,0.220817233925488,5.01502635391198,63.2829935947837,4.85745514902265
1015,22.522884160497,25.8442292875683,40.3938646473611,33.7619060650706,94.845009951365,0.249194685801171,0.312454606599034,5.20793025691905,39.0860324175986,4.36306753113233
1017,21.1782587743964,44.8816759706242,22.7010243332122,32.4172996961636,79.8780160134661,0.215128657184789,0.22619975132734,5.35371055757316,37.5819734933373,4.91411317454059
1019,22.1816440790407,31.049899474964,37.1231706448445,31.8269298801915,89.0187744214918,0.259681529038187,0.303349268779143,4.96923362268077,38.5147752252225,4.14943756524084
1021,21.5185482873783,52.1076531607286,24.6845033851359,23.2078434541355,50.1726582848551,0.236859352464825,0.26955322951242,4.95938711905737,34.4051159299497,4.73745036114073
1023,24.458951275929,44.9117710367094,29.9277225332884,25.1605064300023,36.0039200236148,0.301206674066898,0.301415299018639,5.21950019429506,43.7370532029806,4.66717305564082
1025,27.0145618449735,55.2108666357809,22.4398100526947,22.3493233115244,76.3265153026921,0.24807485238139,0.252283721642852,5.03469724574647,33.4505040938209,4.91794732197275
1027,24.2619127466218,47.6671192643419,27.0467281662371,25.286152569421,49.6863204086804,0.254622750444599,0.260984225866607,5.12356892995652,36.5770349581229,4.755366075928
1029,21.399616892659,43.5372875072759,31.664972272089,24.797740220635,50.8260824304753,0.275762389693534,0.306878750945404,5.17269937550197,29.1471153534643,4.53026073128694
1031,23.5958180687421,59.9313811834558,16.8131458023975,23.2554730141467,69.0504741688182,0.202356778790009,0.204673371211741,5.08407162541727,73.1656937294291,4.94071735462172
1033,32.4098992185238,16.1054201410109,42.0768022204941,41.8177776384949,82.9713720916764,0.260614264397756,0.266647389017849,5.21267312957653,50.785684893303,4.7636056790564
1035,25.0787124101472,52.0115551488465,20.7330243076711,27.2554205434824,52.2908137299445,0.219020708561512,0.220733982013855,5.12909061496668,60.4636430504197,4.94862165641905
1037,24.9794586950117,45.4893733580933,28.0854994783303,26.4251271635763,81.5503044622074,0.268714689610998,0.278565245000531,5.30024725561003,36.7012697748059,4.50114029636473
1039,20.9074434286767,63.3440404104646,15.0088452164547,21.6471143730807,94.0174696882495,0.185314270043201,0.185824753869929,5.15539016935802,62.6570253335997,4.98741207202653
1041,23.9496888277922,61.1205127279215,15.3794391984052,23.5000480736733,67.831815298341,0.19997121065258,0.199972820505385,5.06766149523959,66.2145388542129,4.96378834778692
1043,16.1863840793931,39.0976661706534,34.4808007295012,26.4215330998454,71.0841681570115,0.292395166886103,0.310317717841464,4.94193469964462,37.4619022584891,3.03917142989242
